,SALES,ORDERDATE,STATUS,PRODUCTLINE,COUNTRY,DEALSIZE
416,5243.79,2005-03-03,Shipped,Classic Cars,Sweden,Medium
417,9048.16,2005-04-14,Shipped,Classic Cars,France,Large
418,3832.64,2005-05-17,Shipped,Classic Cars,Austria,Medium
419,3920.0,2003-01-29,Shipped,Trucks and Buses,Norway,Medium
420,4916.66,2003-03-26,Shipped,Trucks and Buses,USA,Medium
421,3857.0,2003-05-28,Shipped,Trucks and Buses,Spain,Medium
422,4181.44,2003-07-24,Shipped,Trucks and Buses,USA,Medium
423,4641.0,2003-09-19,Shipped,Trucks and Buses,Singapore,Medium
424,3570.12,2003-10-21,Resolved,Trucks and Buses,Austria,Medium
425,4480.32,2003-11-06,Shipped,Trucks and Buses,Australia,Medium
426,2033.64,2003-11-13,Shipped,Trucks and Buses,USA,Small
427,1960.14,2003-11-25,Shipped,Trucks and Buses,France,Small
428,3966.78,2003-12-05,Shipped,Trucks and Buses,Canada,Medium
429,5152.0,2004-01-29,Shipped,Trucks and Buses,USA,Medium
430,3360.0,2004-03-10,Shipped,Trucks and Buses,USA,Medium
431,3451.0,2004-05-04,Shipped,Trucks and Buses,USA,Medium
432,5453.0,2004-06-15,Shipped,Trucks and Buses,Japan,Medium
433,4164.12,2004-07-19,Shipped,Trucks and Buses,Australia,Medium
434,2800.08,2004-08-17,Shipped,Trucks and Buses,Italy,Small
435,4687.94,2004-09-08,Shipped,Trucks and Buses,Sweden,Medium
436,4508.0,2004-10-11,Shipped,Trucks and Buses,France,Medium
437,4181.44,2004-10-21,Shipped,Trucks and Buses,USA,Medium
438,2251.04,2004-11-04,Shipped,Trucks and Buses,USA,Small
439,1167.25,2004-11-18,Shipped,Trucks and Buses,USA,Small
440,2083.2,2004-11-29,Shipped,Trucks and Buses,Australia,Small
441,3822.0,2004-12-10,Shipped,Trucks and Buses,USA,Medium
442,3911.49,2005-01-20,Shipped,Trucks and Buses,Australia,Medium
443,4704.0,2005-02-17,Shipped,Trucks and Buses,USA,Medium
444,2467.9,2005-03-09,Shipped,Trucks and Buses,Australia,Small
445,3213.0,2005-05-01,Shipped,Trucks and Buses,Canada,Medium
446,7182.0,2005-05-31,In Process,Trucks and Buses,Spain,Large
447,4379.18,2003-03-10,Shipped,Classic Cars,USA,Medium
448,5004.8,2003-05-08,Shipped,Classic Cars,France,Medium
449,3644.75,2003-07-04,Shipped,Classic Cars,France,Medium
450,2702.04,2003-09-11,Shipped,Classic Cars,Australia,Small
451,3764.88,2003-10-17,Shipped,Classic Cars,Denmark,Medium
452,4508.0,2003-11-05,Shipped,Classic Cars,Canada,Medium
453,5418.16,2003-11-12,Shipped,Classic Cars,Norway,Medium
454,3300.66,2003-11-20,Shipped,Classic Cars,USA,Medium
455,6182.4,2003-12-02,Shipped,Classic Cars,USA,Medium
456,4186.73,2004-01-16,Shipped,Classic Cars,Spain,Medium
457,4529.28,2004-02-22,Shipped,Classic Cars,Switzerland,Medium
458,5628.89,2004-04-13,Shipped,Classic Cars,Japan,Medium
459,3054.48,2004-06-01,Cancelled,Classic Cars,UK,Medium
460,2526.51,2004-07-06,Shipped,Classic Cars,Italy,Small
461,4667.86,2004-08-06,Shipped,Classic Cars,USA,Medium
462,6499.32,2004-08-30,Shipped,Classic Cars,Switzerland,Medium
463,5917.78,2003-10-05,Shipped,Classic Cars,Norway,Medium
464,6231.91,2004-10-16,Shipped,Classic Cars,Germany,Medium
465,5803.14,2004-11-04,Shipped,Classic Cars,USA,Medium
466,6434.02,2004-11-17,Shipped,Classic Cars,USA,Medium
467,6454.4,2004-11-24,Shipped,Classic Cars,Australia,Medium
468,4196.8,2004-12-09,Shipped,Classic Cars,France,Medium
469,2611.8,2005-01-07,Shipped,Classic Cars,USA,Small
470,5895.05,2005-02-09,Shipped,Classic Cars,Finland,Medium
471,3375.72,2005-03-04,Shipped,Classic Cars,USA,Medium
472,8374.69,2005-04-15,Disputed,Classic Cars,Denmark,Large
473,4464.24,2005-05-17,Shipped,Classic Cars,Austria,Medium
474,4808.31,2003-01-10,Shipped,Vintage Cars,USA,Medium
475,3288.78,2003-03-25,Shipped,Vintage Cars,USA,Medium
476,3254.72,2003-05-21,Shipped,Vintage Cars,Australia,Medium
477,3184.94,2003-07-16,Shipped,Vintage Cars,Australia,Medium
478,5907.5,2003-09-12,Shipped,Vintage Cars,USA,Medium
479,4389.12,2003-10-18,Shipped,Vintage Cars,USA,Medium
480,5036.16,2003-11-05,Shipped,Vintage Cars,Italy,Medium
481,2183.25,2003-11-12,Shipped,Vintage Cars,USA,Small
482,3106.88,2003-11-21,Shipped,Vintage Cars,Australia,Medium
483,3735.72,2003-12-03,Shipped,Vintage Cars,Spain,Medium
484,2413.26,2004-01-29,Shipped,Vintage Cars,USA,Small
485,2953.75,2004-03-02,Shipped,Vintage Cars,France,Small
486,4684.8,2004-04-29,Shipped,Vintage Cars,Spain,Medium
487,3248.7,2004-06-08,Shipped,Vintage Cars,Denmark,Medium
488,5239.5,2004-08-17,Shipped,Vintage Cars,Italy,Medium
489,4567.98,2004-09-03,Shipped,Vintage Cars,Norway,Medium
490,3535.35,2004-10-11,Shipped,Vintage Cars,France,Medium
491,3843.34,2004-10-21,Shipped,Vintage Cars,USA,Medium
492,3710.9,2004-11-04,Shipped,Vintage Cars,USA,Medium
493,4375.98,2004-11-17,Shipped,Vintage Cars,UK,Medium
494,1516.62,2004-11-29,Shipped,Vintage Cars,USA,Small
495,2509.0,2004-12-09,Shipped,Vintage Cars,France,Small
496,9240.44,2005-01-20,Shipped,Vintage Cars,USA,Large
497,2515.32,2005-02-16,Shipped,Vintage Cars,Spain,Small
498,5548.9,2005-03-09,Shipped,Vintage Cars,Australia,Medium
499,4873.05,2005-05-30,In Process,Vintage Cars,USA,Medium
500,2055.74,2003-01-10,Shipped,Vintage Cars,USA,Small
501,2354.88,2003-03-25,Shipped,Vintage Cars,USA,Small
502,2309.58,2003-05-28,Shipped,Vintage Cars,Spain,Small
503,2113.37,2003-07-16,Shipped,Vintage Cars,Australia,Small
504,1746.6,2003-09-12,Shipped,Vintage Cars,USA,Small
505,2304.45,2003-10-18,Shipped,Vintage Cars,USA,Small
506,2122.08,2003-11-05,Shipped,Vintage Cars,Italy,Small
507,1742.4,2003-11-12,Shipped,Vintage Cars,USA,Small
508,2455.02,2003-11-21,Shipped,Vintage Cars,Australia,Small
509,3053.28,2003-12-03,Shipped,Vintage Cars,Spain,Medium
510,1423.29,2004-01-29,Shipped,Vintage Cars,USA,Small
511,1504.12,2004-03-02,Shipped,Vintage Cars,France,Small
512,1164.4,2004-04-29,Shipped,Vintage Cars,Spain,Small
513,1500.75,2004-06-08,Shipped,Vintage Cars,Denmark,Small
514,1557.36,2004-08-17,Shipped,Vintage Cars,Italy,Small
515,1345.68,2004-09-03,Shipped,Vintage Cars,Norway,Small
516,1795.24,2004-10-11,Shipped,Vintage Cars,France,Small
517,1105.25,2004-10-21,Shipped,Vintage Cars,USA,Small
518,2364.88,2004-11-04,Shipped,Vintage Cars,USA,Small
519,2427.03,2004-11-17,Shipped,Vintage Cars,UK,Small
520,1237.95,2004-11-29,Shipped,Vintage Cars,Australia,Small
521,1593.02,2004-12-09,Shipped,Vintage Cars,France,Small
522,3156.16,2005-01-20,Shipped,Vintage Cars,USA,Medium
523,1320.75,2005-02-17,Shipped,Vintage Cars,USA,Small
524,4998.0,2005-03-09,Shipped,Vintage Cars,Australia,Medium
525,1293.75,2005-05-30,In Process,Vintage Cars,USA,Small
526,5433.08,2003-03-18,Shipped,Classic Cars,UK,Medium
527,3073.72,2003-05-20,Shipped,Classic Cars,France,Medium
528,4380.2,2003-07-10,Shipped,Classic Cars,France,Medium
529,5848.68,2003-09-11,Shipped,Classic Cars,Australia,Medium
530,6153.73,2003-10-17,Shipped,Classic Cars,Denmark,Medium
531,4965.24,2003-11-05,Shipped,Classic Cars,USA,Medium
532,5435.64,2003-11-12,Shipped,Classic Cars,Norway,Medium
533,4258.36,2003-11-20,Shipped,Classic Cars,USA,Medium
534,4032.0,2003-12-02,Shipped,Classic Cars,USA,Medium
535,4492.36,2004-01-16,Shipped,Classic Cars,Spain,Medium
536,4161.38,2004-02-26,Shipped,Classic Cars,USA,Medium
537,2508.66,2004-04-13,Shipped,Classic Cars,France,Small
538,3374.88,2004-06-01,Cancelled,Classic Cars,UK,Medium
539,5196.6,2004-07-06,Shipped,Classic Cars,Italy,Medium
540,2604.52,2004-08-06,Shipped,Classic Cars,USA,Small
541,2936.8,2004-09-01,Shipped,Classic Cars,Singapore,Small
542,3424.64,2003-10-05,Shipped,Classic Cars,Norway,Medium
543,2923.2,2004-10-16,Shipped,Classic Cars,Spain,Small
544,4489.76,2004-11-04,Shipped,Classic Cars,USA,Medium
545,4849.24,2004-11-17,Shipped,Classic Cars,USA,Medium
546,5848.92,2004-11-24,Shipped,Classic Cars,France,Medium
547,2758.7,2005-01-12,Resolved,Classic Cars,USA,Small
548,1449.76,2005-02-10,Shipped,Classic Cars,Spain,Small
549,7048.14,2005-04-22,On Hold,Classic Cars,USA,Large
550,5202.94,2005-05-17,Shipped,Classic Cars,Austria,Medium
551,5279.4,2003-02-17,Shipped,Planes,Italy,Medium
552,6916.12,2003-04-28,Shipped,Planes,Austria,Medium
553,2781.66,2003-06-16,Shipped,Planes,USA,Small
554,5248.0,2003-08-10,Shipped,Planes,USA,Medium
555,6531.44,2003-10-06,Shipped,Planes,Finland,Medium
556,5763.72,2003-10-23,Cancelled,Planes,Sweden,Medium
557,6490.68,2003-11-08,Shipped,Planes,France,Medium
558,6004.8,2003-11-14,Shipped,Planes,UK,Medium
559,7483.98,2003-11-27,Shipped,Planes,Philippines,Large
560,5719.5,2004-01-12,Shipped,Planes,Japan,Medium
561,6954.08,2004-02-19,Shipped,Planes,USA,Medium
562,8160.3,2004-05-11,Shipped,Planes,USA,Large
563,6567.96,2004-06-24,Cancelled,Planes,Spain,Medium
564,6724.0,2004-07-21,Shipped,Planes,USA,Medium
565,5747.85,2004-08-21,Shipped,Planes,Norway,Medium
566,5676.84,2004-09-15,Shipped,Planes,Germany,Medium
567,7379.97,2004-10-14,Shipped,Planes,USA,Large
568,3704.13,2004-11-01,Shipped,Planes,UK,Medium
569,2804.75,2004-11-10,Resolved,Planes,Denmark,Small
570,5624.79,2004-11-22,Shipped,Planes,Belgium,Medium
571,3881.28,2004-12-03,Shipped,Planes,UK,Medium
572,1611.4,2005-01-31,Shipped,Planes,Finland,Small
573,1364.25,2005-03-01,Resolved,Planes,Spain,Small
574,4215.09,2005-03-30,Shipped,Planes,France,Medium
575,6433.82,2005-04-01,Shipped,Planes,USA,Medium
576,4352.16,2005-05-10,Shipped,Planes,Italy,Medium
577,5151.0,2003-01-06,Shipped,Vintage Cars,USA,Medium
578,6069.0,2003-03-18,Shipped,Vintage Cars,UK,Medium
579,2856.0,2003-05-21,Shipped,Vintage Cars,USA,Small
580,5375.4,2003-09-12,Shipped,Vintage Cars,USA,Medium
581,5176.5,2003-10-18,Shipped,Vintage Cars,USA,Medium
582,3508.8,2003-11-05,Shipped,Vintage Cars,Italy,Medium
583,7554.8,2003-11-12,Shipped,Vintage Cars,USA,Large
584,3141.6,2003-11-21,Shipped,Vintage Cars,Australia,Medium
585,5890.5,2003-12-02,Shipped,Vintage Cars,USA,Medium
586,5967.0,2004-01-26,Shipped,Vintage Cars,Spain,Medium
587,3712.8,2004-03-02,Shipped,Vintage Cars,France,Medium
588,7597.3,2004-04-13,Shipped,Vintage Cars,France,Large
589,3668.6,2004-08-17,Shipped,Vintage Cars,Italy,Medium
590,5875.2,2004-09-01,Shipped,Vintage Cars,Singapore,Medium
591,7310.0,2003-10-06,Shipped,Vintage Cars,UK,Large
592,8078.4,2004-10-21,Shipped,Vintage Cars,USA,Large
593,3257.76,2004-11-17,Shipped,Vintage Cars,USA,Medium
594,7650.0,2004-11-25,Shipped,Vintage Cars,France,Large
595,4703.81,2005-01-12,Resolved,Vintage Cars,USA,Medium
596,5399.55,2005-02-10,Shipped,Vintage Cars,Spain,Medium
597,14082.8,2005-04-22,On Hold,Vintage Cars,USA,Large
598,5283.6,2005-05-29,In Process,Vintage Cars,Australia,Medium
599,3130.82,2003-03-03,Shipped,Classic Cars,Philippines,Medium
600,3112.34,2003-05-08,Shipped,Classic Cars,France,Medium
601,3806.88,2003-07-02,Shipped,Classic Cars,USA,Medium
602,2142.14,2003-09-05,Shipped,Classic Cars,USA,Small
603,3364.9,2003-10-11,Shipped,Classic Cars,USA,Medium
604,1262.8,2003-11-04,Shipped,Classic Cars,Austria,Small
605,1626.24,2003-11-12,Shipped,Classic Cars,Norway,Small
606,4088.7,2003-11-20,Shipped,Classic Cars,USA,Medium
607,3846.15,2003-12-02,Shipped,Classic Cars,Spain,Medium
608,1339.8,2004-01-16,Shipped,Classic Cars,Spain,Small
609,3039.96,2004-02-22,Shipped,Classic Cars,Switzerland,Medium
610,3400.32,2004-04-12,Shipped,Classic Cars,Finland,Medium
611,1930.39,2004-06-01,Cancelled,Classic Cars,UK,Small
612,2464.77,2004-07-06,Shipped,Classic Cars,Italy,Small
613,2634.94,2004-08-06,Shipped,Classic Cars,USA,Small
614,3625.16,2004-08-30,Shipped,Classic Cars,Switzerland,Medium
615,3788.4,2003-10-04,Shipped,Classic Cars,Germany,Medium
616,1832.6,2004-10-16,Shipped,Classic Cars,Germany,Small
617,2905.98,2004-11-04,Shipped,Classic Cars,USA,Small
618,2954.81,2004-11-15,Shipped,Classic Cars,USA,Small
619,3599.75,2004-11-24,Shipped,Classic Cars,Australia,Medium
620,3686.54,2005-01-06,Shipped,Classic Cars,Finland,Medium
621,2100.56,2005-02-09,Shipped,Classic Cars,Finland,Small
622,3881.78,2005-03-03,Shipped,Classic Cars,Sweden,Medium
623,4509.12,2005-04-14,Shipped,Classic Cars,France,Medium
624,3273.27,2005-05-17,Shipped,Classic Cars,Austria,Medium
625,4432.7,2003-03-10,Shipped,Classic Cars,USA,Medium
626,4100.99,2003-05-08,Shipped,Classic Cars,France,Medium
627,5274.72,2003-07-04,Shipped,Classic Cars,France,Medium
628,4232.0,2003-09-11,Shipped,Classic Cars,Australia,Medium
629,6145.44,2003-10-17,Shipped,Classic Cars,Denmark,Medium
630,4680.2,2003-11-05,Shipped,Classic Cars,Canada,Medium
631,3286.08,2003-11-12,Shipped,Classic Cars,Norway,Medium
632,7421.3,2003-11-20,Shipped,Classic Cars,USA,Large
633,6432.64,2003-12-02,Shipped,Classic Cars,USA,Medium
634,4840.87,2004-01-16,Shipped,Classic Cars,Spain,Medium
635,3892.08,2004-02-26,Shipped,Classic Cars,USA,Medium
636,5526.32,2004-04-13,Shipped,Classic Cars,Japan,Medium
637,4459.62,2004-06-01,Cancelled,Classic Cars,UK,Medium
638,6203.4,2004-07-06,Shipped,Classic Cars,Italy,Medium
639,3754.05,2004-08-06,Shipped,Classic Cars,USA,Medium
640,3516.48,2004-08-30,Shipped,Classic Cars,Switzerland,Medium
641,7488.04,2003-10-05,Shipped,Classic Cars,Norway,Large
642,3448.08,2004-10-16,Shipped,Classic Cars,Germany,Medium
643,3734.0,2004-11-04,Shipped,Classic Cars,USA,Medium
644,974.1,2004-11-17,Shipped,Classic Cars,USA,Small
645,3160.74,2004-11-24,Shipped,Classic Cars,Australia,Medium
646,1746.63,2004-12-09,Shipped,Classic Cars,France,Small
647,4207.84,2005-01-10,Shipped,Classic Cars,Belgium,Medium
648,4352.76,2005-02-09,Shipped,Classic Cars,Finland,Medium
649,1463.7,2005-03-04,Shipped,Classic Cars,USA,Small
650,7169.28,2005-04-15,Disputed,Classic Cars,Denmark,Large
651,4594.76,2005-05-17,Shipped,Classic Cars,Austria,Medium
652,3457.92,2003-01-31,Shipped,Classic Cars,Spain,Medium
653,7381.16,2003-04-04,Shipped,Classic Cars,USA,Large
654,7146.9,2003-06-03,Shipped,Classic Cars,USA,Large
655,5938.53,2003-08-01,Shipped,Classic Cars,Finland,Medium
656,7110.91,2003-09-21,Shipped,Classic Cars,Finland,Large
657,5032.95,2003-10-22,Shipped,Classic Cars,Singapore,Medium
658,3667.6,2003-11-06,Shipped,Classic Cars,Italy,Medium
659,7381.16,2003-11-14,Shipped,Classic Cars,Spain,Large
660,5128.11,2003-11-25,Shipped,Classic Cars,USA,Medium
661,7060.24,2003-12-09,Shipped,Classic Cars,USA,Large
662,8448.64,2004-02-10,Shipped,Classic Cars,USA,Large
663,7300.51,2004-03-15,Shipped,Classic Cars,Germany,Large
664,6549.2,2004-05-05,Shipped,Classic Cars,Spain,Medium
665,5697.9,2004-06-15,Shipped,Classic Cars,Singapore,Medium
666,9169.0,2004-07-20,Shipped,Classic Cars,USA,Large
667,3238.63,2004-08-20,Shipped,Classic Cars,USA,Medium
668,4554.94,2004-09-08,Shipped,Classic Cars,USA,Medium
669,3934.44,2004-10-13,Shipped,Classic Cars,USA,Medium
670,5776.26,2004-10-22,Shipped,Classic Cars,Denmark,Medium
671,7207.45,2004-11-05,Shipped,Classic Cars,USA,Large
672,7460.74,2004-11-20,Shipped,Classic Cars,France,Large
673,6719.54,2004-12-01,Shipped,Classic Cars,USA,Medium
674,2428.0,2004-12-10,Shipped,Classic Cars,Spain,Small
675,2602.25,2005-01-23,Shipped,Classic Cars,USA,Small
676,2200.0,2005-02-17,Shipped,Classic Cars,USA,Small
677,6712.93,2005-05-03,Shipped,Classic Cars,Spain,Medium
678,5318.04,2005-05-31,In Process,Classic Cars,France,Medium
679,3390.0,2003-01-06,Shipped,Vintage Cars,USA,Medium
680,1608.0,2003-03-18,Shipped,Vintage Cars,UK,Small
681,2262.96,2003-05-21,Shipped,Vintage Cars,USA,Small
682,1496.64,2003-09-12,Shipped,Vintage Cars,USA,Small
683,1879.74,2003-10-18,Shipped,Vintage Cars,USA,Small
684,1495.26,2003-11-05,Shipped,Vintage Cars,Italy,Small
685,2323.7,2003-11-12,Shipped,Vintage Cars,USA,Small
686,2491.86,2003-11-21,Shipped,Vintage Cars,Australia,Small
687,1643.12,2003-12-02,Shipped,Vintage Cars,USA,Small
688,1322.16,2004-01-26,Shipped,Vintage Cars,Spain,Small
689,1423.8,2004-03-02,Shipped,Vintage Cars,France,Small
690,2397.45,2004-04-13,Shipped,Vintage Cars,France,Small
691,1574.0,2004-08-17,Shipped,Vintage Cars,Italy,Small
692,1729.0,2004-09-01,Shipped,Vintage Cars,Singapore,Small
693,2255.84,2004-10-06,Shipped,Vintage Cars,Spain,Small
694,1834.5,2004-10-21,Shipped,Vintage Cars,USA,Small
695,3201.5,2004-11-17,Shipped,Vintage Cars,UK,Medium
696,2276.4,2004-11-25,Shipped,Vintage Cars,France,Small
697,8884.8,2005-01-12,Resolved,Vintage Cars,USA,Large
698,1331.1,2005-02-10,Shipped,Vintage Cars,Spain,Small
699,3051.3,2005-04-22,On Hold,Vintage Cars,USA,Medium
700,2288.52,2005-05-29,In Process,Vintage Cars,Australia,Small
701,3772.61,2003-01-31,Shipped,Trucks and Buses,Spain,Medium
702,4164.42,2003-04-01,Shipped,Trucks and Buses,France,Medium
703,6295.95,2003-06-03,Shipped,Trucks and Buses,USA,Medium
704,6287.66,2003-08-01,Shipped,Trucks and Buses,Finland,Medium
705,5412.54,2003-09-21,Shipped,Trucks and Buses,Finland,Medium
706,5984.14,2003-10-22,Shipped,Trucks and Buses,Singapore,Medium
707,5891.04,2003-11-06,Shipped,Trucks and Buses,UK,Medium
708,5984.14,2003-11-14,Shipped,Trucks and Buses,Spain,Medium
709,3608.15,2003-11-25,Shipped,Trucks and Buses,USA,Medium
710,5752.54,2003-12-09,Shipped,Trucks and Buses,USA,Medium
711,3765.32,2004-03-11,Shipped,Trucks and Buses,USA,Medium
712,2159.96,2004-05-05,Shipped,Trucks and Buses,Spain,Small
713,3379.94,2004-06-15,Shipped,Trucks and Buses,Singapore,Medium
714,5093.5,2004-07-20,Shipped,Trucks and Buses,USA,Medium
715,5773.44,2004-08-19,Shipped,Trucks and Buses,USA,Medium
716,4528.86,2004-09-08,Shipped,Trucks and Buses,USA,Medium
717,4816.08,2004-10-13,Shipped,Trucks and Buses,USA,Medium
718,3416.78,2004-10-22,Shipped,Trucks and Buses,Canada,Medium
719,1236.84,2004-11-05,Shipped,Trucks and Buses,USA,Small
720,5814.86,2004-11-19,On Hold,Trucks and Buses,Sweden,Medium
721,5223.48,2004-12-01,Shipped,Trucks and Buses,USA,Medium
722,728.4,2004-12-10,Shipped,Trucks and Buses,Spain,Small
723,3949.0,2005-01-20,Shipped,Trucks and Buses,Australia,Medium
724,3843.99,2005-02-22,Shipped,Trucks and Buses,Spain,Medium
725,5498.08,2005-05-03,Shipped,Trucks and Buses,Spain,Medium
726,3777.58,2005-05-31,In Process,Trucks and Buses,France,Medium
727,3782.0,2003-01-09,Shipped,Vintage Cars,Germany,Medium
728,3859.68,2003-03-18,Shipped,Vintage Cars,UK,Medium
729,4431.84,2003-05-21,Shipped,Vintage Cars,USA,Medium
730,4950.33,2003-09-12,Shipped,Vintage Cars,USA,Medium
731,4299.7,2003-10-18,Shipped,Vintage Cars,USA,Medium
732,4492.83,2003-11-05,Shipped,Vintage Cars,Italy,Medium
733,2212.0,2003-11-12,Shipped,Vintage Cars,USA,Small
734,4642.88,2003-11-21,Shipped,Vintage Cars,Australia,Medium
735,3206.32,2003-12-02,Shipped,Vintage Cars,USA,Medium
736,3604.23,2004-01-26,Shipped,Vintage Cars,Spain,Medium
737,7017.76,2004-03-02,Shipped,Vintage Cars,France,Large
738,6154.18,2004-04-26,Shipped,Vintage Cars,USA,Medium
739,4750.8,2004-08-17,Shipped,Vintage Cars,Italy,Medium
740,3822.92,2004-09-01,Shipped,Vintage Cars,Singapore,Medium
741,2440.8,2004-10-11,Shipped,Vintage Cars,France,Small
742,4729.36,2004-10-21,Shipped,Vintage Cars,USA,Medium
743,12536.5,2004-11-04,Shipped,Vintage Cars,USA,Large
744,2264.15,2004-11-17,Shipped,Vintage Cars,UK,Small
745,3928.2,2004-11-25,Shipped,Vintage Cars,France,Medium
746,3630.22,2004-12-09,Shipped,Vintage Cars,France,Medium
747,4196.07,2005-01-12,Resolved,Vintage Cars,USA,Medium
748,4931.6,2005-02-16,Shipped,Vintage Cars,Spain,Medium
749,3068.69,2005-03-04,Shipped,Vintage Cars,USA,Medium
750,785.64,2005-04-23,Shipped,Vintage Cars,Singapore,Small
751,4977.0,2005-05-29,In Process,Vintage Cars,Australia,Medium
752,1189.98,2003-01-29,Shipped,Trucks and Buses,Norway,Small
753,3090.15,2003-04-01,Shipped,Trucks and Buses,France,Medium
754,2795.86,2003-05-28,Shipped,Trucks and Buses,Spain,Small
755,2851.54,2003-07-24,Shipped,Trucks and Buses,USA,Small
756,2701.92,2003-09-21,Shipped,Trucks and Buses,Finland,Small
757,2204.1,2003-10-22,Shipped,Trucks and Buses,Singapore,Small
758,2840.48,2003-11-06,Shipped,Trucks and Buses,UK,Small
759,2647.04,2003-11-14,Shipped,Trucks and Buses,Spain,Small
760,3172.05,2003-11-25,Shipped,Trucks and Buses,France,Medium
761,2585.93,2003-12-09,Shipped,Trucks and Buses,USA,Small
762,2148.3,2004-02-04,Shipped,Trucks and Buses,Singapore,Small
763,1667.4,2004-03-11,Shipped,Trucks and Buses,USA,Small
764,1859.7,2004-05-05,Shipped,Trucks and Buses,Spain,Small
765,1476.6,2004-06-15,Shipped,Trucks and Buses,Singapore,Small
766,1732.0,2004-07-20,Shipped,Trucks and Buses,USA,Small
767,1674.17,2004-08-19,Shipped,Trucks and Buses,USA,Small
768,1500.98,2004-09-08,Shipped,Trucks and Buses,Sweden,Small
769,2192.68,2004-10-13,Shipped,Trucks and Buses,USA,Small
770,1797.58,2004-10-22,Shipped,Trucks and Buses,Canada,Small
771,2142.35,2004-11-04,Shipped,Trucks and Buses,USA,Small
772,2086.92,2004-11-19,On Hold,Trucks and Buses,Sweden,Small
773,6834.5,2004-11-29,Shipped,Trucks and Buses,Australia,Medium
774,2541.59,2004-12-10,Shipped,Trucks and Buses,USA,Small
775,2130.92,2005-01-20,Shipped,Trucks and Buses,Australia,Small
776,1701.7,2005-02-17,Shipped,Trucks and Buses,USA,Small
777,1694.0,2005-03-09,Shipped,Trucks and Buses,Australia,Small
778,2913.53,2005-05-03,Shipped,Trucks and Buses,Spain,Small
779,935.18,2005-05-31,In Process,Trucks and Buses,France,Small
780,3073.26,2003-02-17,Shipped,Planes,Italy,Medium
781,2082.49,2003-04-29,Shipped,Planes,Australia,Small
782,3394.23,2003-06-27,Shipped,Planes,Spain,Medium
783,2559.6,2003-08-25,Shipped,Planes,USA,Small
784,1490.16,2003-10-28,Shipped,Planes,USA,Small
785,3844.0,2004-01-12,Shipped,Planes,Japan,Medium
786,4724.91,2004-02-20,Shipped,Planes,Australia,Medium
787,1824.72,2004-04-02,Shipped,Planes,Canada,Small
788,2668.68,2004-05-11,Shipped,Planes,USA,Small
789,2843.61,2004-06-28,Shipped,Planes,USA,Small
790,3163.65,2004-07-23,Shipped,Planes,France,Medium
791,2226.11,2004-08-21,Shipped,Planes,Norway,Small
792,2069.75,2004-09-16,Shipped,Planes,Ireland,Small
793,2235.33,2004-10-15,Shipped,Planes,USA,Small
794,3116.43,2004-11-02,Shipped,Planes,USA,Medium
795,4781.7,2004-11-10,Resolved,Planes,Denmark,Medium
796,2810.7,2004-11-23,Shipped,Planes,Japan,Small
797,3515.67,2004-12-04,Shipped,Planes,USA,Medium
798,2909.34,2005-02-02,Shipped,Planes,Australia,Small
799,1570.17,2005-03-01,Resolved,Planes,Spain,Small
800,2613.92,2005-03-30,Shipped,Planes,France,Small
801,3193.26,2005-04-03,On Hold,Planes,USA,Medium
802,1482.6,2005-05-10,Shipped,Planes,Italy,Small
803,2055.23,2003-02-24,Shipped,Motorcycles,USA,Small
804,2674.9,2003-04-29,Shipped,Motorcycles,Australia,Small
805,1853.4,2003-07-01,Shipped,Motorcycles,France,Small
806,1490.1,2003-08-25,Shipped,Motorcycles,USA,Small
807,2162.16,2003-10-10,Shipped,Motorcycles,USA,Small
808,2814.28,2003-10-28,Shipped,Motorcycles,USA,Small
809,1605.0,2003-11-11,Shipped,Motorcycles,France,Small
810,2093.44,2003-11-18,Shipped,Motorcycles,Norway,Small
811,1944.3,2003-12-01,Shipped,Motorcycles,USA,Small
812,1986.8,2004-01-12,Shipped,Motorcycles,Japan,Small
813,1695.96,2004-02-20,Shipped,Motorcycles,Australia,Small
814,1281.56,2004-04-03,Shipped,Motorcycles,USA,Small
815,1774.22,2004-05-18,Shipped,Motorcycles,USA,Small
816,1997.5,2004-06-28,Shipped,Motorcycles,USA,Small
817,2353.2,2004-07-23,Shipped,Motorcycles,France,Small
818,981.2,2004-08-27,Shipped,Motorcycles,USA,Small
819,1550.72,2004-09-27,Shipped,Motorcycles,France,Small
820,1771.06,2004-10-15,Shipped,Motorcycles,USA,Small
821,2213.4,2004-11-02,Shipped,Motorcycles,USA,Small
822,5266.04,2004-11-15,Shipped,Motorcycles,USA,Medium
823,1864.8,2004-11-23,Shipped,Motorcycles,Japan,Small
824,1142.41,2005-01-05,Shipped,Motorcycles,USA,Small
825,1172.6,2005-02-02,Shipped,Motorcycles,Australia,Small
826,6981.0,2005-03-03,Shipped,Motorcycles,Sweden,Medium
827,3064.6,2005-04-07,Shipped,Motorcycles,France,Medium
828,2202.48,2005-05-13,Disputed,Motorcycles,Spain,Small
829,3773.38,2003-01-09,Shipped,Vintage Cars,Germany,Medium
830,5074.39,2003-03-18,Shipped,Vintage Cars,UK,Medium
831,6483.46,2003-05-21,Shipped,Vintage Cars,Australia,Medium
832,7956.46,2003-07-16,Shipped,Vintage Cars,Australia,Large
833,4230.62,2003-09-12,Shipped,Vintage Cars,USA,Medium
